product_name,source_store,target_store,suggested_qty,final_recommendation,estimated_cost,reason,cost_score,quantity_score,strategy_score,reason_bonus,heuristic_score,heuristic_grade,_estimated_cost_numeric,_suggested_qty_numeric,greedy_rank,is_greedy_selected,greedy_reason,avg_daily_sales,unit_cost,stock_qty,expiry_days,category,disposal_cost_per_unit,dead_stock_qty,sales_30d,sales_7d,disposal_cost,abc_revenue_value,abc_grade,abc_cumulative_pct,abc_priority,abc_score,turnover_days,turnover_rate_annual,turnover_grade,turnover_score,turnover_risk_flag,disposal_risk_score,disposal_risk_grade,disposal_risk_reason,safety_stock,reorder_point,reorder_risk_score,reorder_status,reorder_advice,safety_stock_score,eoq_qty,eoq_order_cycle,eoq_total_cost,eoq_risk_score,eoq_status,eoq_advice,eoq_score,demand_forecast_7d,demand_forecast_daily,demand_forecast_upper,demand_forecast_lower,demand_trend,demand_stockout_days,demand_risk_score,demand_forecast_method,demand_forecast_score,match_score,match_score_demand,match_score_urgency,match_score_abc,match_score_cluster,match_score_dist,match_grade,match_reason,trend_rate,trend_score,trend_direction,aging_score,aging_grade,relocation_failure_score,relocation_failure_grade,substitute_conflict_score,category_balance_score,store_capacity_score,expected_sales_increase_rate,discount_sensitivity_score,disposal_avoidance_profit,disposal_avoidance_score,newsvendor_critical_ratio,newsvendor_optimal_sl,newsvendor_score,is_fresh_product,topsis_score,topsis_rank,priority_queue_score,priority_queue_rank,service_level_score,service_level_current,service_level_gap,queue_capacity_score,transport_lp_score,assignment_action,assignment_score,multiobjective_rank,multiobjective_score,lp_allocation_score,sensitivity_score,dominant_factor,varo_score,varo_grade,varo_rank,varo_weight_breakdown,vhs2_scenario_labels,vhs2_weights,sit2_EXPIRY_URGENT,sit2_COLD_EXCESS,sit2_DEMAND_SURGE,sit2_HIGH_TRANSPORT,sit2_REORDER_RISK,sit2_STRESS,vhs2_group_재고위험,vhs2_group_판매가능성,vhs2_group_점포이동적합,vhs2_group_비용절감,vhs2_group_폐기회피이익,vhs2_group_실행가능성,mcdm_score,vhs2_raw,vhs2_history_correction,vhs2,vhs2_grade,vhs2_action,vhs2_action_icon,vhs2_rank,vhs2_confidence,vhs2_confidence_label,vhs2_confidence_color,vhs2_ci_lower,vhs2_ci_upper,vhs,vhs_grade,vhs_action,source_cluster,target_cluster,is_same_cluster,is_optimal_route,network_unit_cost,network_cost_score,direct_cost,via_cost,estimated_cost_transfer,direct_distance_km,via_distance_km,recommended_distance_km,recommended_time_min,sales_30d_transfer,source_dead_stock_qty,target_shortage_qty,greedy_action,dqn_recommended_action,dqn_expected_q,dqn_match_greedy,Q_재고 이동,Q_할인,Q_폐기,Q_보류
케이크078,여의도2점,성수점,264.0,재배치 추천,16278.0,프로모션 순비용이 재배치 비용보다 높습니다.,23.65873854324301,16.52542372881356,18,0,58.2,검토 가능,16278.0,264.0,232,False,Greedy 선택 후보보다 우선순위가 낮음,6.43,2650,282,2,디저트,300,264,193.0,45.0,300,511450.0,A,0.64225766471405,1,100.0,43.8,8.21,NORMAL,75.7,False,44.9,MEDIUM,유통기한 임박,5.5,24.8,0.0,SAFE,"재고 여유 — 현재고(282), 재주문점(25)",0.0,188.2,29.3,124694.0,46.9,OPTIMAL,"적정 발주 — EOQ(188개), 권장 발주 주기 29일",46.9,45.0,6.43,9.08,3.78,STABLE,43.9,2.2,WMA,2.2,36.2,10.0,3.71,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.0,50.0,STABLE,8.5,LOW,73.1,HIGH,40.3,46.2,96.7,0.3,30.0,902442.0,100.0,0.385,0.385,88.5,False,27.9,89,25.5,395,100.0,0.999,4.9,78.3,50.0,DISCOUNT,69.2,2,99.8,71.6,26.6,turnover,57.6,검토 필요,159,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,58.8,33.8,54.2,54.0,72.0,79.9,60.3,56.5,0.0,75.8,권장,보류,⏸️,120,HIGH,신뢰도 높음 ●,#2e7d32,,,75.8,권장,보류,-1,-1,False,False,,50.0,16278.0,20334.0,16278.0,16.42,19.259999999999998,16.42,33.0,351.0,264.0,314.0,재고 이동,재고 이동,77.798,일치,77.798,50.721,30.494,22.362
딸기우유054,신촌점,목동점,164.0,재배치 추천,10212.0,프로모션 순비용이 재배치 비용보다 높습니다.,30.586757273791505,9.463276836158192,18,0,58.1,검토 가능,10212.0,164.0,233,False,Greedy 선택 후보보다 우선순위가 낮음,3.1,1828,172,2,유제품,300,164,93.0,22.0,300,170004.0,B,0.9443179613862073,2,60.0,55.5,6.49,NORMAL,69.2,False,58.7,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,2.7,12.0,0.0,SAFE,"재고 여유 — 현재고(172), 재주문점(12)",0.0,133.0,42.9,85084.0,27.3,OPTIMAL,"적정 발주 — EOQ(133개), 권장 발주 주기 43일",27.3,21.9,3.13,4.41,1.85,STABLE,55.0,0.7,WMA,0.7,32.1,10.0,3.64,6.0,7.5,5.0,POOR,낮은 매칭,1.014,50.3,STABLE,10.8,LOW,73.1,HIGH,38.2,66.4,57.2,0.3,30.0,398738.0,100.0,0.385,0.385,88.5,True,20.6,289,30.6,240,100.0,0.999,4.9,63.3,50.0,DISCOUNT,69.1,2,99.8,71.6,41.5,disposal_risk,48.7,모니터링,307,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,57.3,33.1,51.9,51.0,72.0,60.3,56.2,52.6,0.0,33.3,검토,보류,⏸️,348,HIGH,신뢰도 높음 ●,#2e7d32,,,33.3,검토,보류,0,-1,False,False,,50.0,10212.0,21594.0,10212.0,9.68,20.66,9.68,19.0,738.0,164.0,616.0,재고 이동,재고 이동,76.501,일치,76.501,50.875,30.331,21.112
요거트043,건대점,노원점,275.0,재배치 추천,17070.0,프로모션 순비용이 재배치 비용보다 높습니다.,22.754190103646174,17.30225988700565,18,0,58.1,검토 가능,17070.0,275.0,234,False,Greedy 선택 후보보다 우선순위가 낮음,2.41,1231,322,14,유제품,250,275,72.0,17.0,250,88632.0,C,0.9733301968712368,3,20.0,134.2,2.68,DEAD,25.4,True,38.0,LOW,소진일수 134일 초과 | 신선/냉장 고위험 카테고리,2.1,9.3,0.0,SAFE,"재고 여유 — 현재고(322), 재주문점(9)",0.0,142.9,59.3,61563.0,100.0,OVER,과잉 발주 위험 — 현재(320개) > EOQ(143개). 발주 주기 59일 권장,100.0,16.9,2.41,3.41,1.42,STABLE,133.4,0.0,WMA,0.0,25.5,10.0,0.0,3.0,7.5,5.0,POOR,낮은 매칭,1.008,50.2,STABLE,26.0,LOW,43.3,MEDIUM,24.1,35.1,98.9,0.3,30.0,457910.0,100.0,0.385,0.385,88.5,True,13.7,470,24.7,420,100.0,0.999,4.9,78.8,50.0,DISCOUNT,68.9,2,99.8,71.6,58.9,disposal_risk,32.4,후순위,463,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,30.3,32.8,49.3,62.0,72.0,77.6,52.4,49.7,0.0,12.1,검토,보류,⏸️,462,HIGH,신뢰도 높음 ●,#2e7d32,,,12.1,검토,보류,0,-1,False,False,,50.0,17070.0,32799.0,17070.0,17.3,33.11,17.3,35.0,580.0,275.0,401.0,재고 이동,재고 이동,72.714,일치,72.714,56.215,34.748,15.371
딸기우유014,동대문점,잠실2점,232.0,재배치 추천,14433.0,프로모션 순비용이 재배치 비용보다 높습니다.,25.765925249122006,14.26553672316384,18,0,58.0,검토 가능,14433.0,232.0,235,False,Greedy 선택 후보보다 우선순위가 낮음,5.48,2852,331,0,유제품,400,324,164.0,38.0,400,467728.0,A,0.560656640638992,1,100.0,60.5,5.95,SLOW,66.4,True,63.3,HIGH,유통기한 임박 | 신선/냉장 고위험 카테고리,4.7,21.1,0.0,SAFE,"재고 여유 — 현재고(331), 재주문점(21)",0.0,141.6,25.8,141301.0,100.0,OVER,과잉 발주 위험 — 현재(326개) > EOQ(142개). 발주 주기 26일 권장,100.0,38.1,5.44,7.7,3.18,STABLE,60.8,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.991,49.8,STABLE,12.0,LOW,78.3,HIGH,28.3,30.0,87.4,0.3,30.0,872364.0,100.0,0.385,0.385,88.5,True,20.2,307,34.4,187,100.0,0.999,4.9,76.0,50.0,DISCOUNT,68.8,2,99.8,71.6,26.8,disposal_risk,63.5,검토 필요,82,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,64.6,32.6,57.9,61.9,72.0,68.3,56.0,58.2,0.0,89.6,최적,할인 판매,🏷️,46,HIGH,신뢰도 높음 ●,#2e7d32,,,89.6,최적,할인 판매,-1,-1,False,False,,50.0,14433.0,22566.0,14433.0,14.37,21.740000000000002,14.37,29.0,278.0,324.0,232.0,재고 이동,재고 이동,82.614,일치,82.614,55.758,34.082,22.42
요거트043,신림점,성수점,275.0,재배치 추천,17088.0,프로모션 순비용이 재배치 비용보다 높습니다.,22.733632184564428,17.30225988700565,18,0,58.0,검토 가능,17088.0,275.0,236,False,Greedy 선택 후보보다 우선순위가 낮음,0.81,1231,290,14,유제품,250,275,24.0,6.0,250,29544.0,C,0.9733301968712368,3,20.0,362.5,0.99,DEAD,0.0,True,38.0,LOW,소진일수 362일 초과 | 신선/냉장 고위험 카테고리,0.7,3.1,0.0,SAFE,"재고 여유 — 현재고(290), 재주문점(3)",0.0,82.8,102.2,35690.0,100.0,OVER,과잉 발주 위험 — 현재(289개) > EOQ(83개). 발주 주기 102일 권장,100.0,5.9,0.84,1.18,0.51,STABLE,344.1,0.0,WMA,0.0,25.5,10.0,0.0,3.0,7.5,5.0,POOR,낮은 매칭,1.058,51.5,STABLE,35.0,LOW,43.3,MEDIUM,31.1,46.2,96.7,0.3,30.0,457892.0,100.0,0.385,0.385,88.5,True,13.7,470,27.0,324,100.0,0.999,4.9,78.3,50.0,DISCOUNT,68.7,2,99.8,71.6,55.3,disposal_risk,28.1,후순위,483,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,23.6,33.2,49.7,61.9,72.0,79.9,52.4,48.4,0.0,9.1,검토,보류,⏸️,478,HIGH,신뢰도 높음 ●,#2e7d32,,,9.1,검토,보류,-1,-1,False,False,,50.0,17088.0,20433.0,17088.0,17.32,19.369999999999997,17.32,35.0,580.0,275.0,511.0,재고 이동,재고 이동,75.214,일치,75.214,57.801,33.193,10.945
빵002,이태원점,홍대6점,34.0,프로모션 추천,4064.0,프로모션 순비용이 재배치 비용보다 낮습니다.,37.60842874682352,0.2824858757062147,12,8,57.9,검토 가능,4064.0,34.0,237,False,Greedy 선택 후보보다 우선순위가 낮음,3.04,691,295,3,디저트,500,283,91.0,21.0,500,62881.0,C,0.9843409807516114,3,20.0,97.3,3.7,DEAD,45.9,True,68.0,HIGH,유통기한 임박 | 소진일수 97일 초과,2.6,11.7,0.0,SAFE,"재고 여유 — 현재고(295), 재주문점(12)",0.0,253.4,83.4,43782.0,15.4,OPTIMAL,"적정 발주 — EOQ(253개), 권장 발주 주기 83일",15.4,21.1,3.01,4.27,1.76,STABLE,97.9,0.0,WMA,0.0,33.9,10.0,8.4,3.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.987,49.7,STABLE,19.2,LOW,69.6,MEDIUM,28.1,76.3,91.6,0.3,30.0,41129.0,82.3,0.385,0.385,88.5,False,21.0,264,36.7,167,100.0,0.999,4.9,77.1,50.0,DISCOUNT,68.5,2,99.8,62.7,46.1,disposal_risk,38.7,후순위,422,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,49.3,32.6,55.3,49.2,61.4,86.5,56.5,52.6,0.0,34.0,검토,할인 판매,🏷️,344,HIGH,신뢰도 높음 ●,#2e7d32,,,34.0,검토,할인 판매,-1,-1,False,False,,50.0,9330.0,14412.0,9330.0,8.7,12.68,8.7,17.0,158.0,283.0,34.0,할인,재고 이동,59.323,다름,59.323,50.935,34.17,30.705
빵002,왕십리점,홍대6점,34.0,프로모션 추천,4064.0,프로모션 순비용이 재배치 비용보다 낮습니다.,37.60842874682352,0.2824858757062147,12,8,57.9,검토 가능,4064.0,34.0,238,False,Greedy 선택 후보보다 우선순위가 낮음,7.03,691,417,2,디저트,500,398,211.0,49.0,500,145801.0,C,0.9843409807516114,3,20.0,59.3,6.07,NORMAL,67.1,False,52.6,MEDIUM,유통기한 임박,6.0,27.1,0.0,SAFE,"재고 여유 — 현재고(417), 재주문점(27)",0.0,385.4,54.8,66578.0,6.6,OPTIMAL,"적정 발주 — EOQ(385개), 권장 발주 주기 55일",6.6,49.1,7.01,9.91,4.11,STABLE,59.5,0.1,WMA,0.1,29.1,10.0,3.6,3.0,7.5,5.0,POOR,낮은 매칭,0.996,49.9,STABLE,11.6,LOW,73.1,HIGH,28.1,76.3,91.6,0.3,30.0,41129.0,82.3,0.385,0.385,88.5,False,17.3,404,27.7,294,100.0,0.999,4.9,77.1,50.0,DISCOUNT,68.4,1,100.0,62.7,45.1,disposal_risk,36.8,후순위,438,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,48.0,32.7,51.3,47.8,61.4,86.5,54.5,51.5,0.0,22.4,검토,보류,⏸️,406,HIGH,신뢰도 높음 ●,#2e7d32,,,22.4,검토,보류,0,-1,False,False,,50.0,13650.0,23412.0,13650.0,13.5,22.68,13.5,27.0,158.0,398.0,34.0,할인,재고 이동,57.441,다름,57.441,47.169,32.801,30.912
빵002,이태원점,수원3점,34.0,프로모션 추천,4064.0,프로모션 순비용이 재배치 비용보다 낮습니다.,37.60842874682352,0.2824858757062147,12,8,57.9,검토 가능,4064.0,34.0,239,False,Greedy 선택 후보보다 우선순위가 낮음,3.04,691,295,3,디저트,500,283,91.0,21.0,500,62881.0,C,0.9843409807516114,3,20.0,97.3,3.7,DEAD,45.9,True,68.0,HIGH,유통기한 임박 | 소진일수 97일 초과,2.6,11.7,0.0,SAFE,"재고 여유 — 현재고(295), 재주문점(12)",0.0,253.4,83.4,43782.0,15.4,OPTIMAL,"적정 발주 — EOQ(253개), 권장 발주 주기 83일",15.4,21.1,3.01,4.27,1.76,STABLE,97.9,0.0,WMA,0.0,33.9,10.0,8.4,3.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.987,49.7,STABLE,19.2,LOW,69.6,MEDIUM,28.1,76.3,91.6,0.3,30.0,41129.0,82.3,0.385,0.385,88.5,False,21.0,264,36.7,167,100.0,0.999,4.9,77.1,50.0,DISCOUNT,68.3,2,99.8,62.7,46.1,disposal_risk,38.7,후순위,423,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,49.3,32.6,55.3,49.2,61.4,86.5,56.5,52.6,0.0,34.0,검토,할인 판매,🏷️,345,HIGH,신뢰도 높음 ●,#2e7d32,,,34.0,검토,할인 판매,-1,-1,False,False,,50.0,38625.0,50394.0,38625.0,41.25,52.66,41.25,82.0,158.0,283.0,34.0,할인,할인,55.406,일치,49.709,55.406,39.95,32.73
빵002,왕십리점,수원3점,34.0,프로모션 추천,4064.0,프로모션 순비용이 재배치 비용보다 낮습니다.,37.60842874682352,0.2824858757062147,12,8,57.9,검토 가능,4064.0,34.0,240,False,Greedy 선택 후보보다 우선순위가 낮음,7.03,691,417,2,디저트,500,398,211.0,49.0,500,145801.0,C,0.9843409807516114,3,20.0,59.3,6.07,NORMAL,67.1,False,52.6,MEDIUM,유통기한 임박,6.0,27.1,0.0,SAFE,"재고 여유 — 현재고(417), 재주문점(27)",0.0,385.4,54.8,66578.0,6.6,OPTIMAL,"적정 발주 — EOQ(385개), 권장 발주 주기 55일",6.6,49.1,7.01,9.91,4.11,STABLE,59.5,0.1,WMA,0.1,29.1,10.0,3.6,3.0,7.5,5.0,POOR,낮은 매칭,0.996,49.9,STABLE,11.6,LOW,73.1,HIGH,28.1,76.3,91.6,0.3,30.0,41129.0,82.3,0.385,0.385,88.5,False,17.3,404,27.7,294,100.0,0.999,4.9,77.1,50.0,DISCOUNT,68.1,1,100.0,62.7,45.1,disposal_risk,36.8,후순위,437,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,48.0,32.7,51.3,47.8,61.4,86.5,54.5,51.5,0.0,22.4,검토,보류,⏸️,407,HIGH,신뢰도 높음 ●,#2e7d32,,,22.4,검토,보류,0,-1,False,False,,50.0,42036.0,47586.0,42036.0,45.04,49.54,45.04,90.0,158.0,398.0,34.0,할인,할인,51.374,일치,49.107,51.374,37.751,32.406
빵002,신촌2점,수원3점,34.0,프로모션 추천,4064.0,프로모션 순비용이 재배치 비용보다 낮습니다.,37.60842874682352,0.2824858757062147,12,8,57.9,검토 가능,4064.0,34.0,241,False,Greedy 선택 후보보다 우선순위가 낮음,1.3,691,363,1,디저트,500,362,39.0,9.0,500,26949.0,C,0.9843409807516114,3,20.0,279.2,1.29,DEAD,0.0,True,68.0,HIGH,유통기한 임박 | 소진일수 279일 초과,1.1,5.0,0.0,SAFE,"재고 여유 — 현재고(363), 재주문점(5)",0.0,165.7,127.5,28630.0,100.0,OVER,과잉 발주 위험 — 현재(362개) > EOQ(166개). 발주 주기 128일 권장,100.0,9.0,1.29,1.82,0.75,STABLE,282.3,0.0,WMA,0.0,33.9,10.0,8.4,3.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.989,49.7,STABLE,35.3,LOW,76.6,HIGH,28.1,76.3,91.6,0.3,30.0,41129.0,82.3,0.385,0.385,88.5,False,21.0,264,40.7,77,100.0,0.999,4.9,77.1,50.0,DISCOUNT,68.0,2,99.8,62.7,42.8,disposal_risk,37.1,후순위,433,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,37.1,32.6,56.1,61.8,61.4,86.5,56.5,52.0,0.0,27.7,검토,할인 판매,🏷️,378,HIGH,신뢰도 높음 ●,#2e7d32,,,27.7,검토,할인 판매,-1,-1,False,False,,50.0,43458.0,49386.0,43458.0,46.62,51.54,46.62,93.0,158.0,362.0,34.0,할인,할인,62.248,일치,52.496,62.248,43.707,32.698
냉동돈까스049,역삼점,명동점,181.0,재배치 추천,11409.0,프로모션 순비용이 재배치 비용보다 높습니다.,29.21965565485538,10.663841807909606,18,0,57.9,검토 가능,11409.0,181.0,242,False,Greedy 선택 후보보다 우선순위가 낮음,1.04,1991,239,40,냉동식품,500,181,31.0,7.0,500,61721.0,C,0.9891341650234772,3,20.0,231.3,1.56,DEAD,0.0,True,36.0,LOW,소진일수 231일 초과 | 신선/냉장 고위험 카테고리,0.9,4.0,0.0,SAFE,"재고 여유 — 현재고(239), 재주문점(4)",0.0,79.7,76.6,47617.0,100.0,OVER,과잉 발주 위험 — 현재(238개) > EOQ(80개). 발주 주기 77일 권장,100.0,7.1,1.01,1.44,0.59,STABLE,235.6,0.0,WMA,0.0,25.5,10.0,0.0,3.0,7.5,5.0,POOR,낮은 매칭,0.962,49.0,STABLE,36.0,LOW,43.3,MEDIUM,32.3,32.8,100.0,0.3,30.0,511536.0,100.0,0.385,0.385,88.5,True,13.3,477,26.4,362,100.0,0.999,4.9,79.0,50.0,DISCOUNT,67.9,2,99.8,71.6,55.9,disposal_risk,27.6,후순위,485,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,22.8,32.4,49.7,61.8,72.0,77.6,52.2,47.8,0.0,8.5,검토,보류,⏸️,481,HIGH,신뢰도 높음 ●,#2e7d32,,,8.5,검토,보류,-1,-1,False,False,,50.0,11409.0,24321.0,11409.0,11.01,23.69,11.01,22.0,381.0,181.0,248.0,재고 이동,재고 이동,66.708,일치,66.708,55.232,33.514,19.075
샌드위치023,사당점,마포점,286.0,재배치 추천,17907.0,프로모션 순비용이 재배치 비용보다 높습니다.,21.79824686634497,18.07909604519774,18,0,57.9,검토 가능,17907.0,286.0,243,False,Greedy 선택 후보보다 우선순위가 낮음,5.77,1198,411,12,신선식품,150,315,173.0,40.0,150,207254.0,B,0.9181734074460505,2,60.0,71.3,5.05,SLOW,60.4,True,37.5,LOW,소진일수 71일 초과 | 신선/냉장 고위험 카테고리,4.9,22.2,0.0,SAFE,"재고 여유 — 현재고(411), 재주문점(22)",0.0,224.1,38.8,93972.0,81.2,OVER,과잉 발주 위험 — 현재(406개) > EOQ(224개). 발주 주기 39일 권장,81.2,40.2,5.74,8.12,3.36,STABLE,71.6,0.0,WMA,0.0,28.5,10.0,0.0,6.0,7.5,5.0,POOR,낮은 매칭,0.99,49.8,STABLE,14.1,LOW,43.3,MEDIUM,41.7,23.3,78.8,0.3,30.0,436147.0,100.0,0.385,0.385,88.5,True,13.7,470,22.1,465,100.0,0.999,4.9,73.4,50.0,DISCOUNT,67.7,2,99.8,71.6,46.5,turnover,44.6,모니터링,360,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (84%)', '❄️ 냉장·냉동 과잉 (78%)', '💸 배송비 상승 (91%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '25.1%', '판매가능성': '13.2%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.2%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,45.4,32.6,49.6,59.0,72.0,60.3,52.4,50.7,0.0,17.9,검토,보류,⏸️,431,HIGH,신뢰도 높음 ●,#2e7d32,,,17.9,검토,보류,-1,-1,False,False,,50.0,17907.0,24213.0,17907.0,18.23,23.57,18.23,36.0,426.0,315.0,286.0,재고 이동,재고 이동,75.213,일치,75.213,52.151,33.154,18.458
