product_name,source_store,target_store,suggested_qty,final_recommendation,estimated_cost,reason,cost_score,quantity_score,strategy_score,reason_bonus,heuristic_score,heuristic_grade,_estimated_cost_numeric,_suggested_qty_numeric,greedy_rank,is_greedy_selected,greedy_reason,avg_daily_sales,unit_cost,stock_qty,expiry_days,category,dead_stock_qty,sales_30d,sales_7d,abc_revenue_value,abc_grade,abc_cumulative_pct,abc_priority,abc_score,turnover_days,turnover_rate_annual,turnover_grade,turnover_score,turnover_risk_flag,disposal_risk_score,disposal_risk_grade,disposal_risk_reason,safety_stock,reorder_point,reorder_risk_score,reorder_status,reorder_advice,safety_stock_score,eoq_qty,eoq_order_cycle,eoq_total_cost,eoq_risk_score,eoq_status,eoq_advice,eoq_score,demand_forecast_7d,demand_forecast_daily,demand_forecast_upper,demand_forecast_lower,demand_trend,demand_stockout_days,demand_risk_score,demand_forecast_method,demand_forecast_score,match_score,match_score_demand,match_score_urgency,match_score_abc,match_score_cluster,match_score_dist,match_grade,match_reason,trend_rate,trend_score,trend_direction,aging_score,aging_grade,relocation_failure_score,relocation_failure_grade,substitute_conflict_score,category_balance_score,store_capacity_score,expected_sales_increase_rate,discount_sensitivity_score,disposal_avoidance_profit,disposal_avoidance_score,newsvendor_critical_ratio,newsvendor_optimal_sl,newsvendor_score,is_fresh_product,topsis_score,topsis_rank,priority_queue_score,priority_queue_rank,service_level_score,service_level_current,service_level_gap,queue_capacity_score,transport_lp_score,assignment_action,assignment_score,multiobjective_rank,multiobjective_score,lp_allocation_score,sensitivity_score,dominant_factor,varo_score,varo_grade,varo_rank,varo_weight_breakdown,vhs2_scenario_labels,vhs2_weights,sit2_EXPIRY_URGENT,sit2_COLD_EXCESS,sit2_DEMAND_SURGE,sit2_HIGH_TRANSPORT,sit2_REORDER_RISK,sit2_STRESS,vhs2_group_재고위험,vhs2_group_판매가능성,vhs2_group_점포이동적합,vhs2_group_비용절감,vhs2_group_폐기회피이익,vhs2_group_실행가능성,mcdm_score,vhs2_raw,vhs2_history_correction,vhs2,vhs2_grade,vhs2_action,vhs2_action_icon,vhs2_rank,vhs2_confidence,vhs2_confidence_label,vhs2_confidence_color,vhs2_ci_lower,vhs2_ci_upper,vhs,vhs_grade,vhs_action,source_cluster,target_cluster,is_same_cluster,is_optimal_route,network_unit_cost,network_cost_score,direct_cost,via_cost,estimated_cost_transfer,direct_distance_km,via_distance_km,recommended_distance_km,recommended_time_min,sales_30d_transfer,source_dead_stock_qty,target_shortage_qty,greedy_action,dqn_recommended_action,dqn_expected_q,dqn_match_greedy,Q_재고 이동,Q_할인,Q_폐기,Q_보류
핫바038,상암2점,건대2점,33.0,재배치 추천,16017.0,프로모션 순비용이 재배치 비용보다 높습니다.,20.29757243539546,13.36206896551724,18,0,51.7,후순위,16017.0,33.0,276,False,Greedy 선택 후보보다 우선순위가 낮음,6.86,2004,378,7,간편식,311,206.0,48.0,412824.0,A,0.6428785429934019,1,100.0,55.0,6.54,NORMAL,69.4,False,47.5,MEDIUM,유통기한 임박,5.9,26.5,0.0,SAFE,"재고 여유 — 현재고(378), 재주문점(26)",0.0,238.3,34.7,105068.0,56.1,OVER,과잉 발주 위험 — 현재(372개) > EOQ(238개). 발주 주기 35일 권장,56.1,48.0,6.86,9.69,4.03,STABLE,55.1,0.6,WMA,0.6,36.1,10.0,3.63,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.0,50.0,STABLE,10.7,LOW,55.6,MEDIUM,36.2,53.0,56.9,0.3,30.0,63341.0,100.0,0.385,0.385,88.5,False,11.1,407,26.5,423,100.0,0.999,4.9,24.3,50.0,DISCOUNT,63.3,2,99.8,70.3,28.2,turnover,57.2,검토 필요,187,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,58.3,33.0,49.0,51.8,72.0,55.6,51.0,52.1,0.0,40.4,검토,보류,⏸️,310,HIGH,신뢰도 높음 ●,#2e7d32,,,40.4,검토,보류,3,5,False,False,,50.0,16017.0,0.0,16017.0,16.13,0.0,16.13,32.0,0.0,378.0,33.0,재고 이동,재고 이동,68.247,일치,68.247,49.628,25.202,16.373
삼각김밥113,선릉2점,동대문2점,35.0,프로모션 추천,18199.0,프로모션 순비용이 재배치 비용보다 낮습니다.,17.449752022970504,14.224137931034484,12,8,51.7,후순위,18199.0,35.0,277,False,Greedy 선택 후보보다 우선순위가 낮음,10.93,1810,409,0,간편식,394,328.0,77.0,593680.0,A,0.3299880160837302,1,100.0,37.4,9.62,NORMAL,79.2,False,48.7,MEDIUM,유통기한 임박,9.4,42.2,0.0,SAFE,"재고 여유 — 현재고(409), 재주문점(42)",0.0,316.5,29.0,126040.0,26.3,OPTIMAL,"적정 발주 — EOQ(316개), 권장 발주 주기 29일",26.3,76.8,10.97,15.48,6.46,STABLE,37.3,3.0,WMA,3.0,36.2,10.0,3.75,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.006,50.2,STABLE,7.3,LOW,78.3,HIGH,31.9,65.3,83.9,0.3,30.0,57821.0,100.0,0.385,0.385,88.5,False,33.0,31,26.4,427,100.0,0.999,4.9,48.7,50.0,DISCOUNT,63.2,2,99.8,70.3,26.4,turnover,58.8,검토 필요,147,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,61.4,34.3,51.4,47.4,72.0,77.7,63.1,55.4,0.0,78.8,권장,보류,⏸️,104,HIGH,신뢰도 높음 ●,#2e7d32,,,78.8,권장,보류,6,2,False,False,,50.0,24270.0,0.0,24270.0,25.3,0.0,25.3,51.0,0.0,409.0,35.0,할인,재고 이동,59.393,다름,59.393,54.36,25.979,18.37
삼각김밥113,노원점,동대문2점,35.0,프로모션 추천,18199.0,프로모션 순비용이 재배치 비용보다 낮습니다.,17.449752022970504,14.224137931034484,12,8,51.7,후순위,18199.0,35.0,278,False,Greedy 선택 후보보다 우선순위가 낮음,7.83,1810,338,2,간편식,317,235.0,55.0,425350.0,A,0.3299880160837302,1,100.0,43.1,8.34,NORMAL,76.1,False,49.6,MEDIUM,유통기한 임박,6.7,30.2,0.0,SAFE,"재고 여유 — 현재고(338), 재주문점(30)",0.0,267.9,34.2,106679.0,23.7,OPTIMAL,"적정 발주 — EOQ(268개), 권장 발주 주기 34일",23.7,54.9,7.84,11.07,4.61,STABLE,43.1,2.3,WMA,2.3,36.2,10.0,3.72,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.003,50.1,STABLE,8.4,LOW,73.1,HIGH,31.9,65.3,83.9,0.3,30.0,57821.0,100.0,0.385,0.385,88.5,False,26.0,43,27.0,409,100.0,0.999,4.9,48.7,50.0,DISCOUNT,63.1,2,99.8,70.3,27.0,turnover,57.8,검토 필요,170,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,61.0,33.9,51.6,47.0,72.0,77.7,59.2,55.2,0.0,75.4,권장,보류,⏸️,122,HIGH,신뢰도 높음 ●,#2e7d32,,,75.4,권장,보류,1,2,False,False,,50.0,25170.0,0.0,25170.0,26.3,0.0,26.3,53.0,0.0,338.0,35.0,할인,재고 이동,55.751,다름,55.751,53.701,25.455,18.604
삼각김밥113,동대문점,동대문2점,35.0,프로모션 추천,18199.0,프로모션 순비용이 재배치 비용보다 낮습니다.,17.449752022970504,14.224137931034484,12,8,51.7,후순위,18199.0,35.0,279,False,Greedy 선택 후보보다 우선순위가 낮음,1.92,1810,331,5,간편식,318,58.0,13.0,104980.0,A,0.3299880160837302,1,100.0,171.2,2.1,DEAD,4.9,True,65.0,HIGH,유통기한 임박 | 소진일수 171일 초과,1.6,7.4,0.0,SAFE,"재고 여유 — 현재고(331), 재주문점(7)",0.0,132.7,69.1,52826.0,100.0,OVER,과잉 발주 위험 — 현재(329개) > EOQ(133개). 발주 주기 69일 권장,100.0,13.2,1.89,2.68,1.09,STABLE,175.5,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.967,49.2,STABLE,34.3,LOW,62.6,MEDIUM,31.9,65.3,83.9,0.3,30.0,57821.0,100.0,0.385,0.385,88.5,False,12.3,318,40.3,163,100.0,0.999,4.9,48.7,50.0,DISCOUNT,62.9,2,99.8,70.3,23.6,disposal_risk,54.9,모니터링,240,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,49.2,32.5,56.3,58.4,72.0,77.7,51.7,54.9,0.0,71.5,권장,할인 판매,🏷️,143,HIGH,신뢰도 높음 ●,#2e7d32,,,71.5,권장,할인 판매,3,2,False,False,,50.0,37167.0,0.0,37167.0,39.63,0.0,39.63,79.0,0.0,331.0,35.0,할인,할인,69.033,일치,47.451,69.033,30.154,17.281
컵밥065,성수2점,홍대2점,25.0,재배치 추천,13425.0,프로모션 순비용이 재배치 비용보다 높습니다.,23.680501174628034,9.913793103448276,18,0,51.6,후순위,13425.0,25.0,280,False,Greedy 선택 후보보다 우선순위가 낮음,5.86,2479,320,0,간편식,312,176.0,41.0,436304.0,A,0.594828172680739,1,100.0,54.5,6.6,NORMAL,69.7,False,57.3,MEDIUM,유통기한 임박,5.0,22.6,0.0,SAFE,"재고 여유 — 현재고(320), 재주문점(23)",0.0,198.0,33.8,108005.0,59.1,OVER,과잉 발주 위험 — 현재(315개) > EOQ(198개). 발주 주기 34일 권장,59.1,41.0,5.86,8.27,3.44,STABLE,54.6,0.7,WMA,0.7,36.1,10.0,3.64,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.0,50.0,STABLE,10.6,LOW,78.3,HIGH,36.4,87.0,64.3,0.3,30.0,60945.0,100.0,0.385,0.385,88.5,False,13.2,245,30.4,337,100.0,0.999,4.9,33.1,50.0,DISCOUNT,62.8,1,100.0,70.3,27.4,disposal_risk,59.9,검토 필요,123,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,62.8,33.0,50.6,52.2,72.0,71.9,52.3,55.6,0.0,82.0,최적,보류,⏸️,87,HIGH,신뢰도 높음 ●,#2e7d32,,,82.0,최적,보류,1,3,False,False,,50.0,13425.0,0.0,13425.0,13.25,0.0,13.25,26.0,0.0,320.0,25.0,재고 이동,재고 이동,67.982,일치,67.982,48.368,24.665,16.383
컵밥034,목동2점,문래점,24.0,프로모션 추천,14589.0,프로모션 순비용이 재배치 비용보다 낮습니다.,22.16131558339859,9.482758620689655,12,8,51.6,후순위,14589.0,24.0,281,False,Greedy 선택 후보보다 우선순위가 낮음,6.76,2103,298,4,간편식,261,203.0,47.0,426909.0,A,0.6662426187162357,1,100.0,44.0,8.17,NORMAL,75.6,False,42.0,MEDIUM,유통기한 임박,5.8,26.1,0.0,SAFE,"재고 여유 — 현재고(298), 재주문점(26)",0.0,230.9,34.2,106844.0,26.5,OPTIMAL,"적정 발주 — EOQ(231개), 권장 발주 주기 34일",26.5,47.1,6.73,9.52,3.94,STABLE,44.3,2.1,WMA,2.1,36.2,10.0,3.7,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.993,49.8,STABLE,8.7,LOW,66.1,MEDIUM,31.7,59.6,68.4,0.3,30.0,45977.0,92.0,0.385,0.385,88.5,False,23.6,57,24.0,467,100.0,0.999,4.9,37.1,50.0,DISCOUNT,62.7,2,99.8,66.3,27.2,turnover,55.8,검토 필요,213,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,57.4,33.7,49.8,47.4,67.2,65.5,57.9,51.9,0.0,37.8,검토,보류,⏸️,324,HIGH,신뢰도 높음 ●,#2e7d32,,,37.8,검토,보류,4,2,False,False,,50.0,24270.0,0.0,24270.0,25.3,0.0,25.3,51.0,0.0,298.0,24.0,할인,재고 이동,51.793,다름,51.793,51.05,23.936,18.468
커피083,합정점,명동2점,33.0,재배치 추천,16071.0,프로모션 순비용이 재배치 비용보다 높습니다.,20.22709475332811,13.36206896551724,18,0,51.6,후순위,16071.0,33.0,282,False,Greedy 선택 후보보다 우선순위가 낮음,2.67,2824,357,4,음료,343,80.0,19.0,225920.0,A,0.5118256494536694,1,100.0,133.9,2.69,DEAD,25.6,True,60.0,HIGH,유통기한 임박 | 소진일수 134일 초과,2.3,10.3,0.0,SAFE,"재고 여유 — 현재고(357), 재주문점(10)",0.0,138.5,51.9,70383.0,100.0,OVER,과잉 발주 위험 — 현재(355개) > EOQ(138개). 발주 주기 52일 권장,100.0,18.9,2.7,3.8,1.6,STABLE,132.2,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.017,50.4,STABLE,26.0,LOW,66.1,MEDIUM,34.9,73.5,61.0,0.3,30.0,95759.0,100.0,0.385,0.385,88.5,False,11.4,400,36.3,242,100.0,0.999,4.9,29.5,50.0,DISCOUNT,62.5,2,99.8,70.3,29.1,disposal_risk,56.9,검토 필요,191,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,52.3,32.8,53.6,58.4,72.0,65.2,51.2,53.7,0.0,57.2,검토,할인 판매,🏷️,220,HIGH,신뢰도 높음 ●,#2e7d32,,,57.2,검토,할인 판매,6,3,False,False,,50.0,16071.0,0.0,16071.0,16.19,0.0,16.19,32.0,0.0,357.0,33.0,재고 이동,재고 이동,69.379,일치,69.379,54.483,27.234,14.838
삼각김밥102,명동2점,명동점,30.0,프로모션 추천,16679.0,프로모션 순비용이 재배치 비용보다 낮습니다.,19.433568258940223,12.068965517241379,12,8,51.5,후순위,16679.0,30.0,283,False,Greedy 선택 후보보다 우선순위가 낮음,4.77,1930,274,1,간편식,268,143.0,33.0,275990.0,B,0.8034296376654122,2,60.0,57.5,6.26,NORMAL,68.1,False,56.7,MEDIUM,유통기한 임박,4.1,18.4,0.0,SAFE,"재고 여유 — 현재고(274), 재주문점(18)",0.0,202.5,42.5,85980.0,33.3,OPTIMAL,"적정 발주 — EOQ(202개), 권장 발주 주기 42일",33.3,33.2,4.74,6.71,2.78,STABLE,57.8,0.3,WMA,0.3,32.1,10.0,3.62,6.0,7.5,5.0,POOR,낮은 매칭,0.988,49.7,STABLE,11.5,LOW,76.6,HIGH,42.3,50.9,53.5,0.3,30.0,52801.0,100.0,0.385,0.385,88.5,False,11.0,410,29.6,356,100.0,0.999,4.9,19.6,50.0,DISCOUNT,62.4,2,99.8,70.3,43.3,disposal_risk,48.9,모니터링,364,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,56.1,32.8,47.3,48.3,72.0,52.6,51.0,50.3,0.0,24.4,검토,보류,⏸️,396,HIGH,신뢰도 높음 ●,#2e7d32,,,24.4,검토,보류,3,5,False,False,,50.0,28590.0,0.0,28590.0,30.1,0.0,30.1,60.0,0.0,274.0,30.0,할인,할인,58.275,일치,47.07,58.275,26.078,17.96
삼각김밥102,종로2점,명동점,30.0,프로모션 추천,16679.0,프로모션 순비용이 재배치 비용보다 낮습니다.,19.433568258940223,12.068965517241379,12,8,51.5,후순위,16679.0,30.0,284,False,Greedy 선택 후보보다 우선순위가 낮음,4.0,1930,333,1,간편식,328,120.0,28.0,231600.0,B,0.8034296376654122,2,60.0,83.2,4.32,SLOW,53.8,True,69.6,HIGH,유통기한 임박 | 소진일수 83일 초과,3.4,15.4,0.0,SAFE,"재고 여유 — 현재고(333), 재주문점(15)",0.0,185.4,46.4,78735.0,77.8,OVER,과잉 발주 위험 — 현재(330개) > EOQ(185개). 발주 주기 46일 권장,77.8,28.0,4.0,5.65,2.35,STABLE,83.2,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,1.0,50.0,STABLE,16.2,LOW,76.6,HIGH,42.3,50.9,53.5,0.3,30.0,52801.0,100.0,0.385,0.385,88.5,False,12.9,266,36.8,233,100.0,0.999,4.9,19.6,50.0,DISCOUNT,62.3,2,99.8,70.3,43.4,disposal_risk,54.0,모니터링,256,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,58.1,32.7,50.9,55.0,72.0,52.6,52.0,52.5,0.0,46.2,검토,할인 판매,🏷️,279,HIGH,신뢰도 높음 ●,#2e7d32,,,46.2,검토,할인 판매,7,5,False,False,,50.0,33603.0,0.0,33603.0,35.67,0.0,35.67,71.0,0.0,333.0,30.0,할인,할인,66.099,일치,47.552,66.099,29.114,17.886
핫바033,왕십리2점,잠원점,25.0,재배치 추천,13578.0,프로모션 순비용이 재배치 비용보다 높습니다.,23.480814408770556,9.913793103448276,18,0,51.4,후순위,13578.0,25.0,285,False,Greedy 선택 후보보다 우선순위가 낮음,2.06,3149,318,3,간편식,310,62.0,14.0,195238.0,A,0.5412696626654718,1,100.0,153.9,2.34,DEAD,14.5,True,73.0,HIGH,유통기한 임박 | 소진일수 154일 초과,1.8,8.0,0.0,SAFE,"재고 여유 — 현재고(318), 재주문점(8)",0.0,104.2,50.6,72173.0,100.0,OVER,과잉 발주 위험 — 현재(316개) > EOQ(104개). 발주 주기 51일 권장,100.0,14.2,2.03,2.88,1.18,STABLE,156.8,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.971,49.3,STABLE,30.7,LOW,69.6,MEDIUM,28.4,34.9,77.2,0.3,30.0,80892.0,100.0,0.385,0.385,88.5,False,13.8,181,42.6,74,100.0,0.999,4.9,44.3,50.0,DISCOUNT,62.1,2,99.8,70.3,24.0,disposal_risk,58.3,검토 필요,160,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,55.3,32.5,56.4,58.3,72.0,63.1,52.5,54.5,0.0,65.4,권장,할인 판매,🏷️,176,HIGH,신뢰도 높음 ●,#2e7d32,,,65.4,권장,할인 판매,6,2,False,False,,50.0,13578.0,0.0,13578.0,13.42,0.0,13.42,27.0,0.0,318.0,25.0,재고 이동,재고 이동,69.162,일치,69.162,55.111,27.253,14.581
요거트042,방배점,합정점,30.0,재배치 추천,15252.0,프로모션 순비용이 재배치 비용보다 높습니다.,21.296006264682852,12.068965517241379,18,0,51.4,후순위,15252.0,30.0,286,False,Greedy 선택 후보보다 우선순위가 낮음,5.14,3262,378,2,유제품,364,154.0,36.0,502348.0,A,0.17348346758713368,1,100.0,73.6,4.89,SLOW,59.1,True,67.8,HIGH,유통기한 임박 | 소진일수 74일 초과 | 신선/냉장 고위험 카테고리,4.4,19.8,0.0,SAFE,"재고 여유 — 현재고(378), 재주문점(20)",0.0,128.2,24.9,146354.0,100.0,OVER,과잉 발주 위험 — 현재(374개) > EOQ(128개). 발주 주기 25일 권장,100.0,36.0,5.14,7.26,3.02,STABLE,73.5,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.001,50.0,STABLE,14.3,LOW,73.1,HIGH,29.8,59.9,78.8,0.3,30.0,102180.0,100.0,0.385,0.385,88.5,True,12.8,273,36.4,239,100.0,0.999,4.9,45.4,50.0,DISCOUNT,62.0,2,99.8,70.3,27.7,disposal_risk,64.3,검토 필요,65,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,64.7,32.7,55.2,58.3,72.0,72.5,52.0,57.9,0.0,95.0,최적,할인 판매,🏷️,17,HIGH,신뢰도 높음 ●,#2e7d32,,,95.0,최적,할인 판매,2,6,False,False,,50.0,15252.0,0.0,15252.0,15.28,0.0,15.28,31.0,0.0,378.0,30.0,재고 이동,재고 이동,72.061,일치,72.061,53.28,27.231,16.007
아이스크림052,상암점,잠원점,39.0,프로모션 추천,19752.0,프로모션 순비용이 재배치 비용보다 낮습니다.,15.422866092404073,15.948275862068966,12,8,51.4,후순위,19752.0,39.0,287,False,Greedy 선택 후보보다 우선순위가 낮음,3.18,1765,386,3,디저트,373,95.0,22.0,167675.0,C,0.9670169842642664,3,20.0,121.9,2.95,DEAD,32.3,True,68.0,HIGH,유통기한 임박 | 소진일수 122일 초과,2.7,12.2,0.0,SAFE,"재고 여유 — 현재고(386), 재주문점(12)",0.0,162.2,51.0,71565.0,100.0,OVER,과잉 발주 위험 — 현재(383개) > EOQ(162개). 발주 주기 51일 권장,100.0,22.1,3.16,4.47,1.85,STABLE,122.3,0.0,WMA,0.0,33.9,10.0,8.4,3.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.988,49.7,STABLE,23.9,LOW,69.6,MEDIUM,30.3,34.9,77.2,0.3,30.0,62850.0,100.0,0.385,0.385,88.5,False,12.5,293,37.5,224,100.0,0.999,4.9,44.3,50.0,DISCOUNT,61.9,2,99.8,70.3,49.5,disposal_risk,43.5,모니터링,454,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,45.7,32.6,52.2,58.3,72.0,63.1,51.8,51.5,0.0,35.4,검토,할인 판매,🏷️,337,HIGH,신뢰도 높음 ●,#2e7d32,,,35.4,검토,할인 판매,1,2,False,False,,50.0,20850.0,0.0,20850.0,21.5,0.0,21.5,43.0,0.0,386.0,39.0,할인,할인,62.368,일치,60.516,62.368,29.481,14.286
