product_name,source_store,target_store,state_source_stock,state_target_stock,state_source_sales_30d,state_target_sales_30d,state_inbound_days,state_unit_cost,state_distance_km,state_transfer_cost,state_promotion_net_cost,suggested_qty,estimated_cost,final_recommendation,heuristic_score,heuristic_grade,greedy_rank,is_greedy_selected,action,reward_disposal_saving,reward_holding_saving,reward_sales_opportunity,reward_balance_effect,reward_transport_penalty,reward_promotion_penalty,reward_time_penalty,reward,scenario_id,scenario_name,created_at,uploaded_excel_name
카페25 아이스카페라떼,홍대6점,고양3점,261.0,256.0,267.0,402.0,0.0,1370.0,21.22,20598.0,38352.0,146.0,20598.0,재배치 추천,60.2,검토 가능,267,False,transfer,14664.388,0.0,20002.0,0.17,2.06,3.835,0.0,34660.663,d51f2a3d,expiry,2026-05-25 04:49:50,
혜자로운 집밥 치킨마요덮밥,압구정점,군포6점,279.0,239.0,93.0,423.0,0.0,2720.0,29.18,27762.0,96813.0,184.0,27762.0,재배치 추천,60.2,검토 가능,268,False,transfer,75072.0,2529.6,50048.0,1.217,2.776,9.681,0.0,127638.36,d51f2a3d,expiry,2026-05-25 04:49:50,
코카콜라 제로,압구정점,청량리점,253.0,243.0,81.0,321.0,0.0,840.0,6.93,7737.0,12598.0,78.0,7737.0,재배치 추천,60.1,검토 가능,269,False,transfer,9828.0,722.4,6552.0,1.183,0.774,1.26,0.0,17101.55,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 복숭아아이스티,상암점,잠원점,271.0,261.0,147.0,387.0,0.0,1420.0,17.3,17070.0,34738.0,126.0,17070.0,재배치 추천,60.0,검토 가능,270,False,transfer,24738.429,880.4,17892.0,0.585,1.707,3.474,0.0,43506.232,d51f2a3d,expiry,2026-05-25 04:49:50,
광동 옥수수수염차,강남점,잠원점,265.0,255.0,105.0,405.0,0.0,1360.0,0.0,21684.0,38698.0,150.0,21684.0,재배치 추천,60.0,검토 가능,271,False,transfer,30600.0,1088.0,20400.0,0.947,2.168,3.87,0.0,52082.909,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,신촌2점,잠원점,274.0,224.0,78.0,318.0,0.0,1070.0,10.99,11391.0,19336.0,94.0,11391.0,재배치 추천,59.8,검토 가능,272,False,transfer,15087.0,1048.6,10058.0,1.404,1.139,1.934,0.0,26191.932,d51f2a3d,expiry,2026-05-25 04:49:50,
코카콜라 제로,동대문점,목동점,273.0,223.0,81.0,321.0,0.0,840.0,19.23,18807.0,15585.0,98.0,15585.0,프로모션 추천,59.8,검토 가능,273,False,promotion,12348.0,806.4,8232.0,1.338,1.881,1.558,0.0,21384.299,d51f2a3d,expiry,2026-05-25 04:49:50,
빙그레 바나나맛우유,노원점,고양3점,278.0,273.0,66.0,441.0,0.0,1140.0,26.72,25548.0,37298.0,168.0,25548.0,재배치 추천,59.8,검토 가능,274,False,transfer,28728.0,1208.4,19152.0,1.797,2.555,3.73,0.0,49083.912,d51f2a3d,expiry,2026-05-25 04:49:50,
오리온 초코파이,목동점,여의도2점,251.0,221.0,417.0,297.0,0.0,1780.0,7.33,8097.0,26004.0,76.0,8097.0,재배치 추천,59.7,검토 가능,275,False,transfer,6107.065,0.0,13528.0,0.0,0.81,2.6,0.0,19631.655,d51f2a3d,expiry,2026-05-25 04:49:50,
코카콜라 제로,압구정점,목동점,253.0,223.0,81.0,321.0,0.0,840.0,20.76,20184.0,15828.0,98.0,15828.0,프로모션 추천,59.7,검토 가능,276,False,promotion,12348.0,722.4,8232.0,1.214,2.018,1.583,0.0,21300.013,d51f2a3d,expiry,2026-05-25 04:49:50,
풀무원 얇은피만두,건대2점,부천4점,265.0,240.0,225.0,450.0,0.0,3520.0,35.83,33747.0,145756.0,210.0,33747.0,재배치 추천,59.7,검토 가능,277,False,transfer,65296.0,704.0,73920.0,0.322,3.375,14.576,0.0,139902.372,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 과일컵,고양4점,신촌점,279.0,279.0,183.0,423.0,0.0,3260.0,21.87,21183.0,91776.0,144.0,21183.0,재배치 추천,59.6,검토 가능,278,False,transfer,53677.77,1564.8,46944.0,0.433,2.118,9.178,0.0,102175.707,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 햄치즈샌드위치,용산점,신림점,265.0,255.0,75.0,315.0,0.0,2920.0,7.14,7926.0,42111.0,74.0,7926.0,재배치 추천,59.5,검토 가능,279,False,transfer,32412.0,2774.0,17520.0,1.362,0.793,4.211,0.0,52702.358,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,목동점,여의도2점,274.0,244.0,438.0,318.0,0.0,1070.0,7.33,8097.0,15071.0,74.0,8097.0,재배치 추천,59.5,검토 가능,280,False,transfer,3714.952,0.0,7918.0,0.0,0.81,1.507,0.0,11630.635,d51f2a3d,expiry,2026-05-25 04:49:50,
게토레이 레몬,잠실점,목동점,261.0,271.0,207.0,447.0,0.0,1190.0,28.88,27492.0,39499.0,176.0,27492.0,재배치 추천,59.5,검토 가능,281,False,transfer,19805.739,321.3,20944.0,0.327,2.749,3.95,0.0,41064.667,d51f2a3d,expiry,2026-05-25 04:49:50,
코카콜라 제로,동대문점,청량리점,273.0,243.0,81.0,321.0,0.0,840.0,0.0,24402.0,12404.0,78.0,12404.0,프로모션 추천,59.4,검토 가능,282,False,promotion,9828.0,806.4,6552.0,1.307,2.44,1.24,0.0,17184.026,d51f2a3d,expiry,2026-05-25 04:49:50,
코카콜라 제로,홍대2점,청량리점,253.0,243.0,141.0,321.0,0.0,840.0,15.24,15216.0,12505.0,78.0,12505.0,프로모션 추천,59.4,검토 가능,283,False,promotion,8817.319,470.4,6552.0,0.519,1.522,1.25,0.0,15837.466,d51f2a3d,expiry,2026-05-25 04:49:50,
게토레이 레몬,문래점,목동점,261.0,271.0,267.0,447.0,0.0,1190.0,0.0,27723.0,40536.0,176.0,27723.0,재배치 추천,59.4,검토 가능,284,False,transfer,15355.011,0.0,20944.0,0.186,2.772,4.054,0.0,36292.371,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 치즈핫도그,구로점,노원점,268.0,238.0,186.0,426.0,0.0,4400.0,31.63,29967.0,163707.0,188.0,29967.0,재배치 추천,59.4,검토 가능,285,False,transfer,89390.968,1804.0,82720.0,0.441,2.997,16.371,0.0,173896.041,d51f2a3d,expiry,2026-05-25 04:49:50,
비비고 김치왕교자,신촌점,청량리점,267.0,237.0,459.0,339.0,0.0,3520.0,13.67,13803.0,70309.0,102.0,13803.0,재배치 추천,59.3,검토 가능,286,False,transfer,15664.0,0.0,35904.0,0.0,1.38,7.031,0.0,51559.589,d51f2a3d,expiry,2026-05-25 04:49:50,
브레디크 골든단팥빵,상암점,합정점,274.0,244.0,138.0,378.0,0.0,1360.0,0.0,19767.0,35582.0,134.0,19767.0,재배치 추천,59.3,검토 가능,287,False,transfer,27137.913,924.8,18224.0,0.67,1.977,3.558,0.0,46281.848,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스아메리카노,평촌4점,군포4점,279.0,264.0,63.0,318.0,0.0,1210.0,5.74,6666.0,15271.0,64.0,6666.0,재배치 추천,59.2,검토 가능,288,False,transfer,11616.0,1306.8,6534.0,1.799,0.667,1.527,0.0,19456.405,d51f2a3d,expiry,2026-05-25 04:49:50,
오리온 초코파이,종로점,여의도점,261.0,271.0,177.0,357.0,0.0,1780.0,10.47,10923.0,29370.0,86.0,10923.0,재배치 추천,59.2,검토 가능,289,False,transfer,16929.61,747.6,15308.0,0.358,1.092,2.937,0.0,32981.539,d51f2a3d,expiry,2026-05-25 04:49:50,
해태 홈런볼,구로점,왕십리점,256.0,266.0,222.0,402.0,0.0,2500.0,21.08,20472.0,65748.0,136.0,20472.0,재배치 추천,59.2,검토 가능,290,False,transfer,29405.405,425.0,34000.0,0.246,2.047,6.575,0.0,63822.029,d51f2a3d,expiry,2026-05-25 04:49:50,
혜자로운 집밥 치킨마요덮밥,건대5점,군포6점,269.0,239.0,63.0,423.0,0.0,2720.0,31.25,29625.0,97853.0,184.0,29625.0,재배치 추천,59.2,검토 가능,291,False,transfer,75072.0,2801.6,50048.0,1.852,2.962,9.785,0.0,127910.705,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 헤이즐넛라떼,여의도6점,용산점,273.0,243.0,141.0,381.0,0.0,1510.0,0.0,20982.0,40720.0,138.0,20982.0,재배치 추천,59.1,검토 가능,292,False,transfer,30259.436,996.6,20838.0,0.649,2.098,4.072,0.0,52088.515,d51f2a3d,expiry,2026-05-25 04:49:50,
빙그레 바나나맛우유,수원3점,화성7점,263.0,268.0,141.0,426.0,0.0,1140.0,25.91,24819.0,34545.0,158.0,24819.0,재배치 추천,59.1,검토 가능,293,False,transfer,25197.638,695.4,18012.0,0.618,2.482,3.454,0.0,43899.72,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성4점,광명6점,260.0,265.0,270.0,465.0,0.0,970.0,40.68,38112.0,36401.0,200.0,36401.0,프로모션 추천,59.1,검토 가능,294,False,promotion,14011.111,0.0,19400.0,0.197,3.811,3.64,0.0,33403.856,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 국물떡볶이,선릉점,건대점,259.0,279.0,333.0,273.0,0.0,3110.0,6.27,7143.0,39345.0,64.0,7143.0,재배치 추천,58.9,검토 가능,295,False,transfer,11610.667,0.0,0.0,0.0,0.714,3.934,0.0,11606.018,d51f2a3d,expiry,2026-05-25 04:49:50,
매일 바이오 플레인요거트,상암점,잠원점,251.0,241.0,117.0,357.0,0.0,2280.0,17.3,17070.0,52125.0,116.0,17070.0,재배치 추천,58.9,검토 가능,296,False,transfer,39672.0,1527.6,26448.0,0.735,1.707,5.213,0.0,67641.416,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성4점,건대5점,260.0,235.0,270.0,405.0,0.0,970.0,56.61,52449.0,30941.0,170.0,30941.0,프로모션 추천,58.9,검토 가능,297,False,promotion,11909.444,0.0,16490.0,0.191,5.245,3.094,0.0,28391.297,d51f2a3d,expiry,2026-05-25 04:49:50,
비비고 김치왕교자,압구정점,사당점,247.0,257.0,99.0,339.0,0.0,3520.0,10.39,10851.0,56629.0,82.0,10851.0,재배치 추천,58.8,검토 가능,298,False,transfer,43296.0,2604.8,28864.0,0.868,1.085,5.663,0.0,74758.92,d51f2a3d,expiry,2026-05-25 04:49:50,
매일 바이오 플레인요거트,이태원점,잠원점,271.0,241.0,117.0,357.0,0.0,2280.0,0.0,17292.0,51827.0,116.0,17292.0,재배치 추천,58.8,검토 가능,299,False,transfer,39672.0,1755.6,26448.0,0.821,1.729,5.183,0.0,67869.509,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 햄치즈샌드위치,용산점,왕십리점,265.0,235.0,75.0,315.0,0.0,2920.0,10.12,10608.0,45526.0,80.0,10608.0,재배치 추천,58.7,검토 가능,300,False,transfer,35040.0,2774.0,23360.0,1.394,1.061,4.553,0.0,61169.78,d51f2a3d,expiry,2026-05-25 04:49:50,
브레디크 골든단팥빵,상암점,잠원점,274.0,264.0,138.0,378.0,0.0,1360.0,17.3,17070.0,30271.0,114.0,17070.0,재배치 추천,58.7,검토 가능,301,False,transfer,23087.478,924.8,15504.0,0.644,1.707,3.027,0.0,39512.188,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 복숭아아이스티,잠실2점,합정점,251.0,241.0,207.0,387.0,0.0,1420.0,24.11,23199.0,40440.0,146.0,23199.0,재배치 추천,58.7,검토 가능,302,False,transfer,18854.101,312.4,20732.0,0.295,2.32,4.044,0.0,39892.432,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 햄치즈샌드위치,용산점,문래점,265.0,275.0,75.0,315.0,0.0,2920.0,8.93,9537.0,42111.0,74.0,9537.0,재배치 추천,58.6,검토 가능,303,False,transfer,32412.0,2774.0,11680.0,1.33,0.954,4.211,0.0,46862.165,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 스파클링 레몬,건대3점,홍대5점,268.0,263.0,66.0,381.0,0.0,1100.0,18.43,18087.0,24441.0,118.0,18087.0,재배치 추천,58.6,검토 가능,304,False,transfer,19470.0,1111.0,12980.0,1.685,1.809,2.444,0.0,33558.432,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 컵과일 파인애플,구로점,군포5점,271.0,276.0,177.0,402.0,0.0,2490.0,20.19,19671.0,61817.0,126.0,19671.0,재배치 추천,58.5,검토 가능,305,False,transfer,36026.924,1170.3,31374.0,0.422,1.967,6.182,0.0,68563.497,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 흰우유,잠실2점,신촌5점,277.0,267.0,219.0,399.0,0.0,1090.0,21.51,20859.0,27446.0,132.0,20859.0,재배치 추천,58.5,검토 가능,306,False,transfer,13648.89,316.1,14388.0,0.298,2.086,2.745,0.0,28348.458,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스카페라떼,역삼점,시흥6점,271.0,266.0,267.0,462.0,0.0,1370.0,35.09,33081.0,50200.0,196.0,33081.0,재배치 추천,58.5,검토 가능,307,False,transfer,20440.708,27.4,26852.0,0.22,3.308,5.02,0.0,47311.999,d51f2a3d,expiry,2026-05-25 04:49:50,
제주삼다수,왕십리점,선릉점,269.0,219.0,393.0,273.0,0.0,1420.0,7.3,8070.0,17193.0,64.0,8070.0,재배치 추천,58.4,검토 가능,308,False,transfer,4665.405,0.0,7668.0,0.0,0.807,1.719,0.0,12330.878,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,이태원점,여의도2점,254.0,244.0,78.0,318.0,0.0,1070.0,9.29,9861.0,15167.0,74.0,9861.0,재배치 추천,58.4,검토 가능,309,False,transfer,11877.0,941.6,7918.0,1.245,0.986,1.517,0.0,20735.342,d51f2a3d,expiry,2026-05-25 04:49:50,
남양 불가리스,구로점,마포점,279.0,219.0,243.0,303.0,0.0,1300.0,11.57,11913.0,21109.0,84.0,11913.0,재배치 추천,58.4,검토 가능,310,False,transfer,9403.333,234.0,10920.0,0.213,1.191,2.111,0.0,20554.244,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성4점,분당3점,260.0,235.0,270.0,315.0,0.0,970.0,42.48,39732.0,14560.0,80.0,14560.0,프로모션 추천,58.4,검토 가능,311,False,promotion,5604.444,0.0,7760.0,0.108,3.973,1.456,0.0,13359.124,d51f2a3d,expiry,2026-05-25 04:49:50,
빙그레 바나나맛우유,시흥5점,화성7점,273.0,268.0,111.0,426.0,0.0,1140.0,27.31,26079.0,34785.0,158.0,26079.0,재배치 추천,58.4,검토 가능,312,False,transfer,27018.0,923.4,18012.0,0.915,2.608,3.478,0.0,45948.229,d51f2a3d,expiry,2026-05-25 04:49:50,
덴마크 드링킹요구르트,잠원점,선릉점,275.0,225.0,435.0,255.0,0.0,1280.0,4.69,5721.0,12564.0,51.0,5721.0,재배치 추천,58.3,검토 가능,313,False,transfer,3095.172,0.0,3840.0,0.0,0.572,1.256,0.0,6933.344,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 국물떡볶이,역삼점,건대점,279.0,279.0,333.0,273.0,0.0,3110.0,7.37,8133.0,39162.0,64.0,8133.0,재배치 추천,58.3,검토 가능,314,False,transfer,12507.243,0.0,0.0,0.0,0.813,3.916,0.0,12502.514,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성3점,건대5점,265.0,235.0,375.0,405.0,0.0,970.0,58.45,54105.0,32107.0,170.0,32107.0,프로모션 추천,58.3,검토 가능,315,False,promotion,8739.7,0.0,16490.0,0.063,5.41,3.211,0.0,25221.142,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성3점,광명6점,265.0,265.0,375.0,465.0,0.0,970.0,42.21,39489.0,37773.0,200.0,37773.0,프로모션 추천,58.3,검토 가능,316,False,promotion,10282.0,0.0,19400.0,0.068,3.949,3.777,0.0,29674.342,d51f2a3d,expiry,2026-05-25 04:49:50,
매일 바이오 플레인요거트,이태원점,왕십리점,271.0,241.0,117.0,297.0,0.0,2280.0,6.53,7377.0,26360.0,59.0,7377.0,재배치 추천,58.2,검토 가능,317,False,transfer,20178.0,1755.6,12768.0,0.752,0.738,2.636,0.0,34698.979,d51f2a3d,expiry,2026-05-25 04:49:50,
심플리쿡 닭가슴살샐러드,의정부5점,건대4점,263.0,258.0,111.0,426.0,0.0,2450.0,29.78,28302.0,80645.0,168.0,28302.0,재배치 추천,58.2,검토 가능,318,False,transfer,61740.0,1862.0,41160.0,0.882,2.83,8.065,0.0,104751.987,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,신촌점,분당3점,265.0,235.0,375.0,315.0,0.0,970.0,34.68,32712.0,15092.0,80.0,15092.0,프로모션 추천,58.1,검토 가능,319,False,promotion,4112.8,0.0,7760.0,0.0,3.271,1.509,0.0,11868.02,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 딸기우유,화성3점,분당3점,265.0,235.0,375.0,315.0,0.0,970.0,44.29,41361.0,15109.0,80.0,15109.0,프로모션 추천,58.1,검토 가능,320,False,promotion,4112.8,0.0,7760.0,0.0,4.136,1.511,0.0,11867.153,d51f2a3d,expiry,2026-05-25 04:49:50,
브레디크 초코크림빵,강남3점,부천4점,271.0,226.0,117.0,402.0,0.0,2070.0,31.71,30039.0,71280.0,176.0,30039.0,재배치 추천,58.1,검토 가능,321,False,transfer,54648.0,1593.9,36432.0,0.877,3.004,7.128,0.0,92664.645,d51f2a3d,expiry,2026-05-25 04:49:50,
제주삼다수,왕십리점,역삼점,269.0,239.0,393.0,273.0,0.0,1420.0,8.03,8727.0,17193.0,64.0,8727.0,재배치 추천,58.0,검토 가능,322,False,transfer,4665.405,0.0,4828.0,0.0,0.873,1.719,0.0,9490.813,d51f2a3d,expiry,2026-05-25 04:49:50,
오리온 초코파이,종로점,여의도2점,261.0,221.0,177.0,297.0,0.0,1780.0,10.5,10950.0,25955.0,76.0,10950.0,재배치 추천,58.0,검토 가능,323,False,transfer,14961.051,747.6,13528.0,0.365,1.095,2.595,0.0,29233.326,d51f2a3d,expiry,2026-05-25 04:49:50,
비비고 김치왕교자,신촌점,여의도점,267.0,237.0,459.0,279.0,0.0,3520.0,4.37,5433.0,31708.0,46.0,5433.0,재배치 추천,57.9,검토 가능,324,False,transfer,7064.157,0.0,14784.0,0.0,0.543,3.171,0.0,21844.443,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 햄치즈샌드위치,이태원점,신림점,265.0,255.0,135.0,315.0,0.0,2920.0,10.38,10842.0,42580.0,74.0,10842.0,재배치 추천,57.9,검토 가능,325,False,transfer,31811.778,1898.0,17520.0,0.577,1.084,4.258,0.0,51225.012,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스아메리카노,수원4점,시흥6점,269.0,249.0,183.0,423.0,0.0,1210.0,31.72,30048.0,40660.0,174.0,30048.0,재배치 추천,57.9,검토 가능,326,False,transfer,23211.172,520.3,21054.0,0.441,3.005,4.066,0.0,44778.842,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,목동점,왕십리점,274.0,224.0,438.0,258.0,0.0,1070.0,22.09,21381.0,8758.0,43.0,8758.0,프로모션 추천,57.7,검토 가능,327,False,promotion,2158.688,0.0,3638.0,0.0,2.138,0.876,0.0,5793.674,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,신촌2점,왕십리점,274.0,224.0,78.0,258.0,0.0,1070.0,11.81,12129.0,8845.0,43.0,8845.0,프로모션 추천,57.7,검토 가능,328,False,promotion,6901.5,1048.6,3638.0,1.322,1.213,0.884,0.0,11587.325,d51f2a3d,expiry,2026-05-25 04:49:50,
브레디크 골든슈크림빵,강남2점,신촌점,275.0,225.0,135.0,315.0,0.0,1620.0,14.19,14271.0,28640.0,90.0,14271.0,재배치 추천,57.7,검토 가능,329,False,transfer,21870.0,1134.0,14580.0,0.661,1.427,2.864,0.0,37580.37,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 초코우유,홍대4점,목동점,272.0,232.0,114.0,294.0,0.0,1590.0,10.03,10527.0,21353.0,69.0,10527.0,재배치 추천,57.5,검토 가능,330,False,transfer,16456.5,1256.1,9858.0,0.798,1.053,2.135,0.0,27568.21,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 스파클링 레몬,건대3점,시흥6점,268.0,263.0,66.0,471.0,0.0,1100.0,39.65,37185.0,43082.0,208.0,37185.0,재배치 추천,57.5,검토 가능,331,False,transfer,34320.0,1111.0,22880.0,1.751,3.719,4.308,0.0,58304.724,d51f2a3d,expiry,2026-05-25 04:49:50,
비비고 김치왕교자,신촌점,사당점,267.0,257.0,459.0,339.0,0.0,3520.0,13.09,13281.0,56523.0,82.0,13281.0,재배치 추천,57.4,검토 가능,332,False,transfer,12592.627,0.0,28864.0,0.0,1.328,5.652,0.0,41449.647,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 복숭아아이스티,강남점,잠원점,271.0,261.0,87.0,387.0,0.0,1420.0,0.0,21684.0,34915.0,126.0,21684.0,재배치 추천,57.4,검토 가능,333,False,transfer,26838.0,1306.4,17892.0,1.22,2.168,3.491,0.0,46031.96,d51f2a3d,expiry,2026-05-25 04:49:50,
제주삼다수,왕십리점,잠실2점,269.0,259.0,393.0,273.0,0.0,1420.0,9.63,10167.0,17193.0,64.0,10167.0,재배치 추천,57.2,검토 가능,334,False,transfer,4665.405,0.0,1988.0,0.0,1.017,1.719,0.0,6650.669,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 흰우유,잠실2점,합정점,277.0,267.0,219.0,399.0,0.0,1090.0,24.11,23199.0,27446.0,132.0,23199.0,재배치 추천,57.2,검토 가능,335,False,transfer,13648.89,316.1,14388.0,0.298,2.32,2.745,0.0,28348.224,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 컵과일 파인애플,시흥3점,건대3점,266.0,251.0,102.0,447.0,0.0,2490.0,37.77,35493.0,95037.0,196.0,35493.0,재배치 추천,57.2,검토 가능,336,False,transfer,73206.0,2041.8,48804.0,1.023,3.549,9.504,0.0,124039.77,d51f2a3d,expiry,2026-05-25 04:49:50,
덴마크 드링킹요구르트,왕십리점,선릉점,275.0,225.0,375.0,255.0,0.0,1280.0,7.3,8070.0,12658.0,51.0,8070.0,재배치 추천,57.0,검토 가능,337,False,transfer,3590.4,0.0,3840.0,0.0,0.807,1.266,0.0,7428.327,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 과일컵,동대문점,성남6점,279.0,234.0,63.0,378.0,0.0,3260.0,26.97,25773.0,93124.0,144.0,25773.0,재배치 추천,57.0,검토 가능,338,False,transfer,70416.0,3520.8,46944.0,1.905,2.577,9.312,0.0,120870.815,d51f2a3d,expiry,2026-05-25 04:49:50,
심플리쿡 닭가슴살샐러드,군포6점,건대4점,273.0,258.0,81.0,426.0,0.0,2450.0,32.1,30390.0,80849.0,168.0,30390.0,재배치 추천,57.0,검토 가능,339,False,transfer,61740.0,2352.0,41160.0,1.382,3.039,8.085,0.0,105242.258,d51f2a3d,expiry,2026-05-25 04:49:50,
빙그레 붕어싸만코,합정점,마포점,263.0,213.0,81.0,321.0,0.0,2390.0,0.0,19137.0,49888.0,108.0,19137.0,재배치 추천,56.9,검토 가능,340,False,transfer,38718.0,2174.9,25812.0,1.292,1.914,4.989,0.0,66699.289,d51f2a3d,expiry,2026-05-25 04:49:50,
서울우유 흰우유,구리3점,신촌5점,257.0,267.0,99.0,399.0,0.0,1090.0,24.6,23640.0,27972.0,132.0,23640.0,재배치 추천,56.9,검토 가능,341,False,transfer,21582.0,861.1,14388.0,0.963,2.364,2.797,0.0,36826.902,d51f2a3d,expiry,2026-05-25 04:49:50,
제주삼다수,강남점,잠실2점,279.0,259.0,153.0,273.0,0.0,1420.0,10.42,10878.0,17151.0,64.0,10878.0,재배치 추천,56.8,검토 가능,342,False,transfer,12429.176,894.6,1988.0,0.437,1.088,1.715,0.0,15309.411,d51f2a3d,expiry,2026-05-25 04:49:50,
브레디크 우유생크림빵,문래점,목동점,267.0,277.0,249.0,429.0,0.0,2390.0,0.0,27723.0,71461.0,152.0,27723.0,재배치 추천,56.8,검토 가능,343,False,transfer,29215.59,215.1,36328.0,0.213,2.772,7.146,0.0,65748.985,d51f2a3d,expiry,2026-05-25 04:49:50,
혜자로운 집밥 치킨마요덮밥,청량리점,군포6점,269.0,239.0,333.0,423.0,0.0,2720.0,36.03,33927.0,96932.0,184.0,33927.0,재배치 추천,56.7,검토 가능,344,False,transfer,30321.874,0.0,50048.0,0.121,3.393,9.693,0.0,80356.909,d51f2a3d,expiry,2026-05-25 04:49:50,
고메 치즈함박스테이크,명동점,청량리점,272.0,212.0,174.0,234.0,0.0,4040.0,7.16,7944.0,37661.0,47.0,7944.0,재배치 추천,56.6,검토 가능,345,False,transfer,22261.793,1979.6,8888.0,0.329,0.794,3.766,0.0,33125.161,d51f2a3d,expiry,2026-05-25 04:49:50,
덴마크 드링킹요구르트,왕십리점,역삼점,275.0,245.0,375.0,255.0,0.0,1280.0,8.03,8727.0,12658.0,51.0,8727.0,재배치 추천,56.6,검토 가능,346,False,transfer,3590.4,0.0,1280.0,0.0,0.873,1.266,0.0,4868.261,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 햄치즈샌드위치,이태원점,문래점,265.0,275.0,135.0,315.0,0.0,2920.0,12.89,13101.0,42580.0,74.0,13101.0,재배치 추천,56.6,검토 가능,347,False,transfer,31811.778,1898.0,11680.0,0.545,1.31,4.258,0.0,45384.755,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스아메리카노,시흥3점,의정부7점,269.0,219.0,93.0,273.0,0.0,1210.0,60.68,56112.0,14766.0,64.0,14766.0,프로모션 추천,56.6,검토 가능,348,False,promotion,11616.0,1064.8,6534.0,1.045,5.611,1.477,0.0,19208.757,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스아메리카노,시흥3점,군포4점,269.0,264.0,93.0,318.0,0.0,1210.0,0.0,61446.0,14766.0,64.0,14766.0,프로모션 추천,56.6,검토 가능,349,False,promotion,11616.0,1064.8,6534.0,1.031,6.145,1.477,0.0,19208.21,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 에그마요샌드위치,강남2점,마포점,266.0,236.0,162.0,342.0,0.0,1710.0,19.76,19284.0,35056.0,106.0,19284.0,재배치 추천,56.6,검토 가능,350,False,transfer,22321.833,889.2,18126.0,0.476,1.928,3.506,0.0,41332.075,d51f2a3d,expiry,2026-05-25 04:49:50,
롯데 카스타드,방배점,잠원점,275.0,215.0,285.0,345.0,0.0,1650.0,0.0,23907.0,41648.0,130.0,23907.0,재배치 추천,56.6,검토 가능,351,False,transfer,15523.026,0.0,21450.0,0.171,2.391,4.165,0.0,36966.642,d51f2a3d,expiry,2026-05-25 04:49:50,
CJ 비비고 왕교자,압구정점,분당3점,276.0,266.0,102.0,402.0,0.0,5400.0,26.01,24909.0,146033.0,136.0,24909.0,재배치 추천,56.6,검토 가능,352,False,transfer,110160.0,4698.0,73440.0,1.022,2.491,14.603,0.0,188281.928,d51f2a3d,expiry,2026-05-25 04:49:50,
유어스 마카롱,이태원점,왕십리점,254.0,224.0,78.0,258.0,0.0,1070.0,6.53,7377.0,8813.0,43.0,7377.0,재배치 추천,56.5,검토 가능,353,False,transfer,6901.5,941.6,3638.0,1.194,0.738,0.881,0.0,11480.675,d51f2a3d,expiry,2026-05-25 04:49:50,
카페25 아이스아메리카노,수원4점,군포4점,269.0,264.0,183.0,318.0,0.0,1210.0,18.61,18249.0,14956.0,64.0,14956.0,프로모션 추천,56.5,검토 가능,354,False,promotion,8537.443,520.3,6534.0,0.32,1.825,1.496,0.0,15588.742,d51f2a3d,expiry,2026-05-25 04:49:50,
